user_id,secs_elapsed,timestamp_first_active,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
a6ubow7abb,3871436,20140103021810.0,MALE,33.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,IT
a8esbkt6v9,600600,20140105222815.0,FEMALE,35.0,facebook,0.0,en,sem-brand,google,untracked,Web,Windows Desktop,IE,US
ab1fs22en6,3683453,20140104194218.0,FEMALE,25.0,facebook,0.0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
abeolivhrc,553000,20140106004259.0,FEMALE,27.0,basic,25.0,en,direct,direct,untracked,iOS,Mac Desktop,Safari,US
aestb4lmbq,1225566,20140102070208.0,MALE,31.0,basic,0.0,en,direct,direct,untracked,Web,Desktop (Other),Chromium,US
ajd0yfzcse,528921,20140107105631.0,MALE,24.0,facebook,0.0,en,direct,direct,linked,Web,iPad,Mobile Safari,US
ajvwlyb517,254503,20140102044143.0,-unknown-,47.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
almpj8xrnt,25486,20140102023729.0,MALE,25.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
am8hk6bs11,530522,20140104071143.0,-unknown-,30.0,basic,0.0,es,sem-brand,google,linked,Web,Mac Desktop,Safari,other
arotkirp26,3310215,20140105220306.0,MALE,45.0,basic,0.0,en,direct,direct,omg,Web,Mac Desktop,Chrome,US
at7ogzzoyb,21872,20140105192644.0,FEMALE,32.0,facebook,12.0,en,api,other,untracked,iOS,iPhone,Mobile Safari,US
aw06w7rqrz,856216,20140104041845.0,MALE,35.0,facebook,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
awiurksqr3,367207,20140101010113.0,FEMALE,32.0,facebook,0.0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
b2527cr2e5,1503055,20140102211021.0,-unknown-,47.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
b4a34ufy3e,901754,20140102010555.0,-unknown-,47.0,basic,0.0,en,sem-brand,google,omg,Web,Windows Desktop,IE,FR
b78ymoj1w8,553883,20140104204528.0,FEMALE,35.0,basic,23.0,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,US
b8meb8ctyi,4696741,20140102222606.0,FEMALE,24.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
bfyq4fiukb,1387855,20140103132506.0,FEMALE,24.0,basic,0.0,fr,sem-brand,google,omg,Web,Windows Desktop,Firefox,other
bgq5efve9k,21894,20140102095506.0,MALE,28.0,facebook,12.0,en,api,other,untracked,iOS,iPhone,Mobile Safari,US
bi3xci9exp,383090,20140103205047.0,-unknown-,47.0,basic,0.0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,US
bik2hlivrc,970445,20140102203918.0,FEMALE,35.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
bjchtvf472,1596067,20140102050720.0,FEMALE,47.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
bjgqxy762u,25445,20140103222749.0,FEMALE,34.0,facebook,12.0,en,api,other,untracked,iOS,Mac Desktop,Firefox,US
bpbch2gad3,96995,20140102191716.0,MALE,42.0,facebook,0.0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,FR
btlzynyqh8,2164750,20140105172331.0,-unknown-,47.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
bvy8s7g7co,21163,20140104023301.0,FEMALE,23.0,facebook,12.0,en,api,other,linked,iOS,iPhone,Mobile Safari,GB
bw00annnkr,534137,20140106005456.0,FEMALE,40.0,facebook,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
bx0hksjkh3,1715146,20140103175308.0,MALE,42.0,facebook,0.0,en,direct,direct,linked,Web,Mac Desktop,Safari,FR
bz9rxj73yl,2452055,20140103165315.0,FEMALE,30.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
bzsmti2tmr,1563250,20140102173418.0,-unknown-,47.0,basic,0.0,en,sem-brand,google,linked,Web,Desktop (Other),Silk,US
c1vmqstry6,259538,20140104061630.0,FEMALE,32.0,basic,24.0,en,direct,direct,linked,Moweb,iPad,Mobile Safari,US
c25884wdx5,1605060,20140102184122.0,-unknown-,26.0,basic,0.0,en,direct,direct,linked,Web,iPad,Mobile Safari,US
c2a5ztxxe7,894449,20140102002713.0,-unknown-,47.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,IE,other
c3u0rb95cs,2673906,20140103182633.0,-unknown-,47.0,basic,0.0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
c4timy9dum,1495180,20140106050718.0,FEMALE,26.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,GB
c9wi907yp2,1013513,20140103090820.0,FEMALE,33.0,basic,25.0,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
ccl1h3nes7,311382,20140101184509.0,MALE,47.0,basic,24.0,en,direct,direct,linked,Moweb,Mac Desktop,Chrome,GB
cdky7tbhnr,1153908,20140106005540.0,-unknown-,47.0,basic,0.0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
cimpz2jqdt,1970423,20140103204903.0,FEMALE,34.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,Chrome,other
cjk4nj405j,2932291,20140107194817.0,MALE,33.0,basic,0.0,de,seo,facebook,untracked,Web,Mac Desktop,Safari,DE
cm0nbuxqmw,2626395,20140101182449.0,-unknown-,47.0,basic,0.0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,CA
cmfrpn07s8,379565,20140107232124.0,FEMALE,47.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
cmrroeos47,286989,20140107235159.0,MALE,27.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
csdmm6vys9,1312204,20140105210528.0,FEMALE,31.0,facebook,0.0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
ctyo78rvqf,34947,20140106174846.0,-unknown-,30.0,basic,0.0,en,direct,direct,omg,Web,Mac Desktop,Safari,US
cwbeqg19qu,1967463,20140106204238.0,MALE,32.0,facebook,12.0,en,api,other,untracked,iOS,iPhone,-unknown-,US
cxvuwpvaok,30366,20140108001050.0,FEMALE,33.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
czkejn7w9v,1318775,20140102200941.0,-unknown-,29.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
d34fucq4zv,81905,20140103181941.0,MALE,31.0,facebook,0.0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
d3f3myba0i,1809010,20140101223537.0,-unknown-,27.0,basic,25.0,en,direct,direct,untracked,iOS,Android Phone,Chrome Mobile,US
d3kkmp3etk,166693,20140104073738.0,-unknown-,32.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
d3miqwh1cq,2320127,20140101192103.0,-unknown-,24.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
d3wx3abpqe,1259438,20140104031542.0,-unknown-,39.0,basic,25.0,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
d46490jquu,700773,20140106042757.0,MALE,32.0,facebook,12.0,en,api,other,untracked,iOS,iPhone,-unknown-,DE
d6r5a2l398,461093,20140101081440.0,MALE,25.0,facebook,12.0,en,api,other,untracked,Android,Other/Unknown,-unknown-,other
d9m7y3ypv4,2446744,20140103040954.0,MALE,26.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
d9no5qj7ie,1053432,20140101174513.0,-unknown-,47.0,basic,0.0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US
daprlo3syq,2658854,20140103060639.0,-unknown-,48.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
dbag65elso,1447920,20140104042927.0,FEMALE,39.0,basic,0.0,es,direct,direct,linked,Web,Mac Desktop,Safari,US
dj9aapa5ao,594350,20140102100726.0,-unknown-,29.0,basic,0.0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
dmefr5uaiw,2941102,20140102185241.0,MALE,40.0,basic,0.0,en,direct,direct,omg,Web,Mac Desktop,Safari,US
dng94utqm1,875240,20140103063352.0,FEMALE,44.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
dq48lzniy1,4175981,20140104001142.0,-unknown-,38.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
dtcjxui8bf,1404139,20140105211403.0,FEMALE,26.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
du3pp9csti,416172,20140103020618.0,MALE,38.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
dw544k762w,188953,20140103033341.0,FEMALE,36.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
e0fk8r7p9d,567917,20140103024121.0,-unknown-,36.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,other
e3lwax4ap5,2206995,20140103111032.0,FEMALE,47.0,facebook,12.0,de,api,other,untracked,Moweb,iPhone,Mobile Safari,US
e3ny8tjwlo,94084,20140106015532.0,-unknown-,24.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
e4mdz0vnn5,864929,20140102120712.0,-unknown-,47.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
e7dr745itj,2355082,20140107192647.0,-unknown-,27.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
eaplaw9qea,6817105,20140103203403.0,MALE,27.0,facebook,0.0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other
eed1hs999i,982814,20140107233736.0,-unknown-,28.0,basic,0.0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
ef5mi01hya,701,20140107010117.0,MALE,48.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
eiuk5k1ved,945883,20140107032306.0,-unknown-,47.0,basic,25.0,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
ejbemt98sr,868382,20140106002833.0,MALE,36.0,basic,0.0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
ejukncy76g,1030183,20140107193237.0,MALE,38.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
emrlbt41zp,322406,20140104193628.0,FEMALE,22.0,facebook,0.0,en,direct,direct,linked,Web,Mac Desktop,Firefox,IT
eq72blt7pi,1024136,20140106213338.0,FEMALE,39.0,facebook,0.0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,other
erlamwz51w,55040,20140103071520.0,MALE,23.0,basic,0.0,de,direct,direct,linked,Web,iPhone,Mobile Safari,AU
ew1vip38d7,821440,20140106031313.0,FEMALE,32.0,facebook,0.0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
ezfwh6e77u,54949,20140105192939.0,-unknown-,47.0,basic,0.0,en,seo,google,linked,Web,Windows Desktop,Chrome,other
f2ru9enlpc,1010449,20140103191333.0,FEMALE,36.0,basic,0.0,en,sem-brand,google,omg,Web,Windows Desktop,IE,US
f4e7hn5q0b,739013,20140102211033.0,MALE,39.0,basic,0.0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
f7xsaoa4ha,1902141,20140102190156.0,-unknown-,34.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
fcxxa0wfdt,1033242,20140106044019.0,FEMALE,24.0,basic,0.0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
ffnwqijhcj,656618,20140106185940.0,FEMALE,25.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
ffob69y8ph,2714185,20140106062758.0,MALE,28.0,basic,0.0,en,seo,facebook,linked,Web,Mac Desktop,Chrome,US
fgu7lnw4j6,4417000,20140104022241.0,-unknown-,47.0,basic,0.0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
fi4tvtbvap,20976,20140104124606.0,-unknown-,47.0,basic,25.0,en,direct,direct,untracked,iOS,iPhone,-unknown-,other
fkyetv6r7v,748365,20140102223637.0,-unknown-,34.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
fmcn5ps23k,4929299,20140103155357.0,MALE,19.0,basic,25.0,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,other
fmxluqvzzo,713539,20140106012858.0,-unknown-,47.0,basic,0.0,en,direct,direct,product,Web,Mac Desktop,Chrome,US
fnrx1j026l,21303,20140105025703.0,FEMALE,30.0,facebook,12.0,en,api,other,linked,iOS,Windows Desktop,Chrome,US
foksczfjpj,174908,20140106000721.0,-unknown-,47.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
fomqxbagkb,898751,20140106045241.0,-unknown-,23.0,basic,0.0,en,remarketing,google,omg,Web,Mac Desktop,Safari,US
fphotb8jdo,203033,20140102200939.0,FEMALE,33.0,basic,0.0,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,US
frtffi063z,1860791,20140104041028.0,FEMALE,30.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR
fsrd48rgpr,21797,20140106203940.0,MALE,35.0,facebook,12.0,en,api,other,untracked,iOS,iPad,-unknown-,US
fu725nxa46,230601,20140102001850.0,MALE,36.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
fvbljzownf,1492090,20140106184047.0,FEMALE,26.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
fxydrysqx5,21616,20140104043551.0,FEMALE,33.0,facebook,12.0,en,api,other,untracked,iOS,iPhone,Mobile Safari,US
g8kewqkbui,2614552,20140103035612.0,MALE,35.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
ga8qc6h28h,12468,20140103064508.0,-unknown-,47.0,basic,0.0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,US
gdjc7x0ex0,56726,20140107053313.0,MALE,32.0,basic,0.0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
gi83pso3z3,2300942,20140103001943.0,-unknown-,40.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
grxpzfy58m,3359261,20140101210348.0,FEMALE,40.0,facebook,12.0,en,api,other,untracked,iOS,iPhone,-unknown-,US
gvlz1uobpz,854776,20140105211347.0,-unknown-,25.0,basic,0.0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
gwtyh0bcsa,21229,20140106231049.0,MALE,22.0,facebook,12.0,en,api,other,untracked,iOS,Mac Desktop,Chrome,US
gyvcuqslyd,2099287,20140105035211.0,MALE,45.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
gzphx3z2mv,277410,20140105185157.0,FEMALE,28.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
h1hgqe8e5d,2257419,20140106233955.0,-unknown-,47.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
h1q6udwg2t,958961,20140107184131.0,-unknown-,47.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
he1ctt834t,2937153,20140105224651.0,-unknown-,26.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
hkhhgft380,3371759,20140103124409.0,MALE,28.0,facebook,0.0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,other
hqt5pelrer,192860,20140103154748.0,FEMALE,32.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
hvo6ld695d,4578874,20140103221040.0,FEMALE,27.0,facebook,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
hw7oncv0j1,1700000,20140106061229.0,-unknown-,47.0,basic,25.0,en,direct,direct,untracked,iOS,Other/Unknown,-unknown-,US
hwor6tb0lp,1038182,20140103000456.0,MALE,26.0,basic,0.0,en,direct,direct,linked,Web,iPad,Mobile Safari,US
hxkcscdwx2,886056,20140101185714.0,-unknown-,47.0,basic,0.0,fr,direct,direct,linked,Web,iPad,Mobile Safari,US
hzt9cnyewc,3496901,20140107035716.0,-unknown-,47.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
i1m8isrt6z,2915613,20140104055943.0,-unknown-,47.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,Chrome,GB
i5d1749c93,913817,20140103001544.0,MALE,31.0,basic,0.0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
i903ill900,1024,20140102061415.0,-unknown-,21.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
iabotu14ko,1634675,20140105184301.0,MALE,41.0,basic,0.0,en,direct,direct,omg,Web,iPad,Mobile Safari,other
igkvae2ujc,1421508,20140102225157.0,MALE,39.0,facebook,0.0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
ihi4gy0dyl,533815,20140101193508.0,FEMALE,29.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other
ii0vfhushc,746659,20140101231728.0,-unknown-,47.0,basic,0.0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,US
ij734fgg4n,4396116,20140105091356.0,FEMALE,32.0,basic,0.0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US
ijo9tcqufp,1771639,20140106045431.0,MALE,24.0,basic,0.0,en,seo,google,linked,Web,Android Phone,Android Browser,US
ijrsa4zbhp,990679,20140102204501.0,-unknown-,47.0,basic,12.0,ko,api,other,untracked,Android,Other/Unknown,-unknown-,other
ipjc5n0boy,911593,20140104235012.0,MALE,36.0,basic,0.0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
iu91qhfeon,1377561,20140107101755.0,-unknown-,47.0,basic,0.0,en,remarketing,google,linked,Web,Mac Desktop,Safari,US
iwx2u1gzyu,416954,20140101050446.0,MALE,47.0,facebook,12.0,en,api,other,untracked,Moweb,Mac Desktop,Chrome,US
ix2npw81k0,100993,20140103184709.0,-unknown-,37.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
ixmk7qm5cv,115355,20140101064542.0,-unknown-,47.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
j3dir9kkhr,189612,20140107040516.0,FEMALE,26.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
j3ej5pk35p,21663,20140106015448.0,FEMALE,31.0,facebook,12.0,en,api,other,omg,iOS,Mac Desktop,Firefox,other
ja2wxs4lcz,29847,20140107194103.0,-unknown-,28.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
jbbzp5u8pd,24864,20140106073437.0,-unknown-,47.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
jcllabp5k0,1429793,20140103174827.0,MALE,37.0,basic,0.0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
jcnw8wa3un,727196,20140107031714.0,MALE,43.0,facebook,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
jh8dfcrscv,2861645,20140104191605.0,FEMALE,28.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Safari,other
jlbdqd6suk,3088354,20140106194340.0,-unknown-,47.0,basic,0.0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,other
jn8pbvphlw,529836,20140103154104.0,MALE,30.0,basic,0.0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,other
jn9qipdey5,1808628,20140102204627.0,MALE,31.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
jpoda0usxr,1499639,20140107145153.0,FEMALE,30.0,facebook,12.0,en,api,other,untracked,Android,Other/Unknown,-unknown-,US
jrqykh9y8x,14560523,20140101011919.0,FEMALE,27.0,facebook,0.0,zh,seo,google,linked,Web,Mac Desktop,Chrome,FR
jsw6efxt13,2714658,20140103032537.0,FEMALE,24.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
jtswy77hkw,1539878,20140103041713.0,MALE,33.0,basic,12.0,en,api,other,untracked,Android,Other/Unknown,-unknown-,US
jtygv0bzet,1982914,20140107040327.0,-unknown-,47.0,basic,0.0,en,direct,direct,linked,Web,iPad,Mobile Safari,US
juza66uyfr,21191,20140106054848.0,MALE,28.0,facebook,12.0,en,api,other,linked,iOS,Android Tablet,IE,other
jwx2eonomu,2601129,20140106063321.0,FEMALE,32.0,facebook,0.0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
jxsooowkew,1090596,20140102001224.0,-unknown-,36.0,basic,0.0,en,direct,direct,linked,Web,iPad,Mobile Safari,US
k02kmpfqyh,2476046,20140103022815.0,-unknown-,47.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,Chrome,other
k3uht68h7u,2501172,20140104075116.0,MALE,34.0,facebook,0.0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,US
k91zoqi7o2,2700300,20140103042018.0,MALE,32.0,basic,0.0,en,direct,direct,untracked,Web,iPad,Chrome Mobile,US
k97dt0ofoq,266228,20140106231214.0,FEMALE,26.0,basic,0.0,en,seo,google,linked,Web,Mac Desktop,Chrome,other
kae6ono1wm,1921831,20140103025138.0,-unknown-,47.0,basic,24.0,en,direct,direct,untracked,Moweb,iPhone,Mobile Safari,US
kawgkf68d0,686106,20140101224012.0,MALE,42.0,basic,12.0,en,api,other,untracked,Android,Other/Unknown,-unknown-,US
kct8gzdwh7,552867,20140107025639.0,FEMALE,35.0,facebook,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
kei2swdk7n,727532,20140102195234.0,FEMALE,39.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,IE,FR
kh5x6wpqk5,600,20140105162526.0,MALE,26.0,facebook,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
kk5pf4afvk,2548914,20140102063258.0,MALE,37.0,facebook,12.0,en,api,other,untracked,iOS,iPhone,-unknown-,US
kln8kcp67t,2428337,20140107064200.0,-unknown-,47.0,basic,0.0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US
klw1mxcn92,335325,20140105013045.0,MALE,39.0,facebook,0.0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
kncbhl8haq,933572,20140103073333.0,-unknown-,47.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
kpnmjq1ppj,4973556,20140101194342.0,MALE,37.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
kstlrfgypf,1179339,20140103204701.0,FEMALE,34.0,facebook,0.0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
kug2pvcgo7,502531,20140106035735.0,-unknown-,47.0,basic,0.0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
kv02u8ldgq,1402729,20140105050352.0,-unknown-,34.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
ky5y6qzst4,30534,20140105041852.0,MALE,26.0,facebook,0.0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
l0ftyesr9j,466091,20140104055624.0,FEMALE,32.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,IE,other
l2u4op6zui,1947221,20140106034609.0,MALE,30.0,facebook,0.0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
l59795xja4,3224504,20140107040825.0,MALE,41.0,facebook,12.0,en,api,other,linked,iOS,Windows Desktop,Chrome,US
l6jxyzdmhr,2112024,20140107002545.0,FEMALE,43.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,IE,US
l98bo9qq7w,3366861,20140107023522.0,FEMALE,49.0,basic,25.0,en,direct,direct,untracked,iOS,iPad,-unknown-,US
lbp4915zp9,900956,20140101191853.0,MALE,38.0,facebook,0.0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
lbpncuz0es,3138094,20140104234523.0,MALE,34.0,facebook,0.0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
ldwpgdrbgl,1158538,20140106010652.0,-unknown-,47.0,basic,0.0,fr,direct,direct,linked,Web,Mac Desktop,Chrome,US
ldyy99rzas,979940,20140107023819.0,MALE,28.0,facebook,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,GB
lgmtkx0313,4353358,20140102205248.0,FEMALE,41.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
lj6kx9mqic,4047518,20140102022959.0,MALE,39.0,facebook,0.0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
lk52oyb4n0,2058581,20140103171453.0,FEMALE,26.0,basic,0.0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
lmldz1nag4,966544,20140106221034.0,MALE,42.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
lnropcu3a0,2079628,20140102002358.0,FEMALE,24.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
lnuydjv59x,21560,20140103043654.0,FEMALE,24.0,facebook,12.0,de,api,other,untracked,iOS,iPhone,Mobile Safari,US
lnvfd9aoyy,702804,20140102083910.0,MALE,28.0,facebook,0.0,ko,direct,direct,untracked,Web,Windows Desktop,IE,FR
lphydahrms,254273,20140103193515.0,FEMALE,24.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
lprotypz6c,493532,20140107040045.0,FEMALE,31.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
lptphuzvqu,1565899,20140102203110.0,FEMALE,28.0,basic,0.0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US
lxjs0h5vje,878392,20140103191403.0,-unknown-,38.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
m7q4ydxcgw,13514063,20140106114849.0,-unknown-,47.0,basic,0.0,en,seo,facebook,linked,Web,Windows Desktop,Firefox,other
m8lh34i1zz,954229,20140101234909.0,FEMALE,36.0,facebook,0.0,en,direct,direct,omg,Web,iPad,Mobile Safari,US
m8qa1p2pli,370635,20140106055032.0,-unknown-,47.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Safari,other
m9pwftkvn2,362353,20140107204217.0,-unknown-,47.0,basic,0.0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
mbe1c3cr2l,663958,20140106233813.0,-unknown-,38.0,basic,0.0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
mdr26b3ytm,915337,20140107092533.0,FEMALE,33.0,facebook,0.0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,other
mf78yn161t,58098,20140106222233.0,MALE,29.0,basic,0.0,en,direct,direct,omg,Web,Windows Desktop,Firefox,other
mkn2n76fov,1435428,20140102170313.0,FEMALE,38.0,basic,0.0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,US
mnhfir0ltz,1108682,20140103065631.0,FEMALE,36.0,basic,0.0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US
mnq1f9ftym,1837496,20140105232150.0,MALE,27.0,basic,0.0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
mnz3nr41ru,392840,20140104012552.0,FEMALE,32.0,basic,0.0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,IT
mos37eipam,7149138,20140102203211.0,-unknown-,45.0,basic,0.0,en,direct,direct,linked,Web,Windows Desktop,IE,US
mrsbt5pb9l,4692694,20140103205255.0,MALE,41.0,facebook,0.0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
mrvjvk6ycy,1153310,20140101070820.0,MALE,22.0,facebook,0.0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
n24zmtb1tb,141743,20140104010302.0,MALE,47.0,basic,0.0,sv,direct,direct,untracked,Web,Windows Desktop,Chrome,US
